query_id,doc_id,relevance
Q18_4,D6125,3.0
Q18_4,D8345,2.0
Q18_4,D6161,2.0
Q18_4,D6065,3.0
Q18_4,D6389,2.0
Q18_4,D6337,3.0
Q18_4,D6309,2.2
Q18_4,D6165,3.0
Q18_4,D6109,3.0
Q18_4,D10393,3.0
Q18_4,D9237,1.8
Q18_4,D6245,3.0
Q18_4,D10281,3.0
Q18_4,D6041,2.0
Q18_4,D6113,3.0
Q18_4,D5033,2.0
Q18_4,D3069,2.0
Q18_4,D6093,2.8
Q18_4,D791,1.2
Q18_4,D777,2.0
Q18_4,D10029,3.0
Q18_4,D6149,2.8
Q18_4,D5281,1.33
Q18_4,D6369,2.83
Q18_4,D6029,2.67
Q18_4,D765,2.0
Q18_4,D9377,2.0
Q18_4,D8225,2.0
Q18_4,D1105,2.0
Q18_4,D3261,2.0
Q18_4,D6201,2.0
Q18_4,D6013,2.0
Q18_4,D6033,2.0
Q18_4,D8205,3.0
Q19_4,D9321,3.0
Q19_4,D10169,2.0
Q19_4,D8033,2.6
Q19_4,D8393,2.8
Q19_4,D7213,1.8
Q19_4,D9369,2.6
Q19_4,D9101,3.0
Q19_4,D9093,3.0
Q19_4,D1025,2.0
Q19_4,D9381,2.0
Q19_4,D8069,3.0
Q19_4,D9185,2.0
Q19_4,D8133,1.6
Q19_4,D8221,2.0
Q19_4,D8077,3.0
Q19_4,D9069,2.0
Q19_4,D8357,2.0
Q19_4,D9001,3.0
Q19_4,D10141,2.0
Q19_4,D7069,2.0
Q19_4,D9181,2.0
Q19_4,D10309,3.0
Q20_4,D4061,3.0
Q20_4,D4169,2.0
Q20_4,D7397,2.0
Q20_4,D7001,2.0
Q20_4,D1029,1.8
Q20_4,D7217,1.67
Q20_4,D9025,2.0
Q20_4,D7133,2.0
Q20_4,D7165,3.0
Q20_4,D7361,2.0
Q20_4,D7109,2.0
Q20_4,D7317,2.0
Q20_4,D7301,2.0
Q20_4,D7357,2.0
Q20_4,D3117,2.0
Q20_4,D7045,2.0
Q20_4,D3265,2.0
Q20_4,D7085,2.0
Q20_4,D7113,2.0
Q21_4,D5269,2.0
Q21_4,D5001,3.0
Q21_4,D5193,3.0
Q21_4,D5057,3.0
Q21_4,D5009,2.0
Q21_4,D5285,2.0
Q21_4,D5045,2.0
Q21_4,D4273,2.0
Q22_4,D5049,3.0
Q22_4,D5165,1.4
Q22_4,D6033,2.0
Q22_4,D6069,2.0
Q22_4,D6165,2.0
Q22_4,D6189,2.0
Q22_4,D6201,2.0
Q22_4,D6221,2.0
Q22_4,D6393,2.0
Q22_4,D8165,2.0
Q23_4,D2213,3.0
Q23_4,D2305,2.0
Q23_4,D2049,2.0
Q23_4,D2053,2.0
Q23_4,D2057,2.0
Q23_4,D2061,2.0
Q23_4,D2065,2.0
Q23_4,D2073,2.0
Q23_4,D2081,2.0
Q23_4,D2085,2.0
Q23_4,D2093,2.0
Q23_4,D2101,2.0
Q23_4,D2105,2.0
Q23_4,D2113,2.0
Q23_4,D2121,2.0
Q23_4,D2129,2.0
Q23_4,D2137,2.0
Q23_4,D2141,2.0
Q23_4,D2145,2.0
Q23_4,D2149,2.0
Q23_4,D2153,2.0
Q23_4,D2165,2.0
Q23_4,D2169,2.0
Q23_4,D2181,2.0
Q23_4,D2189,2.0
Q23_4,D7321,2.0
Q23_4,D2201,2.0
Q23_4,D2209,2.0
Q23_4,D2217,2.0
Q23_4,D9385,2.0
Q23_4,D2221,2.0
Q23_4,D2229,2.0
Q23_4,D2237,2.0
Q23_4,D2241,2.0
Q23_4,D2249,2.0
Q23_4,D2261,2.0
Q23_4,D2265,2.0
Q23_4,D2269,2.0
Q23_4,D2281,2.0
Q23_4,D2289,2.0
Q23_4,D2297,2.0
Q23_4,D2309,2.0
Q23_4,D2317,2.0
Q23_4,D2321,2.0
Q23_4,D10009,2.0
Q23_4,D2329,2.0
Q23_4,D2333,2.0
Q23_4,D2341,2.0
Q23_4,D2345,2.0
Q23_4,D2353,2.0
Q23_4,D2365,2.0
Q23_4,D2369,2.0
Q23_4,D2377,2.0
Q23_4,D2381,2.0
Q23_4,D2385,2.0
Q23_4,D2001,2.0
Q23_4,D2005,2.0
Q23_4,D2009,2.0
Q23_4,D2021,2.0
Q23_4,D2025,2.0
Q23_4,D2029,2.0
Q23_4,D2033,2.0
Q23_4,D2037,2.0
Q23_4,D2089,2.0
Q23_4,D2077,2.0
Q23_4,D2393,2.0
Q23_4,D2233,2.0
Q23_4,D2245,2.0
Q23_4,D2117,2.0
Q23_4,D2133,2.0
Q23_4,D2069,2.0
Q23_4,D2373,2.0
Q23_4,D2125,2.0
Q23_4,D2361,2.0
Q23_4,D2253,2.0
Q23_4,D2045,2.0
Q23_4,D2349,2.0
Q23_4,D2197,2.0
Q23_4,D2293,2.0
Q23_4,D2041,2.0
Q23_4,D2205,2.0
Q23_4,D2397,2.0
Q23_4,D2357,2.0
Q23_4,D2337,2.0
Q23_4,D2173,2.0
Q23_4,D2017,2.0
Q23_4,D2301,2.0
